0	3127	 0	15.0171220363
0	2246	 1	11.7526887784
0	1930	 2	9.6465673007
0	3196	 3	9.36047694133
0	2593	 4	6.51437851269
0	1591	 5	5.60962902438
0	1680	 6	5.60021760463
0	3068	 7	5.42645415801
0	1236	 8	5.28568255239
0	1033	 9	5.24590318483
0	2740	10	5.19711577854
0	1750	11	5.0838279468
0	1534	12	5.00239079909
0	2424	13	4.98061858263
0	2379	14	4.87644686781
0	2357	15	4.87295533669
0	1519	16	4.84010832814
0	2920	17	4.83707218937
0	1461	18	4.82797903819
0	2064	19	4.82319326464
0	2735	20	 4.814857182
0	1472	21	4.80630761229
0	 585	22	4.78656493481
0	2629	23	4.73060923067
0	2153	24	4.72313035253
0	2319	25	4.72001739775
0	 322	26	4.6931391866
0	2798	27	4.67242701197
0	2541	28	4.64561327262
0	1755	29	4.64158420785
0	 972	30	4.60473538886
0	3025	31	4.59034249247
0	2092	32	4.58275087776
0	2372	33	4.57698441793
0	1247	34	4.53482419324
0	1264	35	4.52443727585
0	1766	36	4.50474343861
0	1168	37	4.48291111878
0	2399	38	4.48275610129
0	1108	39	4.48003680112
0	1462	40	4.45873703583
0	2796	41	4.42789818014
0	1912	42	4.38766071037
0	2378	43	4.38140831696
0	1657	44	4.37723144244
0	2482	45	4.35707057419
0	3089	46	4.33839403849
0	2219	47	4.32451176262
0	1902	48	4.32052409109
0	1071	49	4.31436616253
0	2950	50	4.30112597795
0	2597	51	4.2957276012
0	1652	52	4.29441149893
0	2065	53	4.28715548826
0	3137	54	4.28606570266
0	2632	55	4.28512578318
0	1752	56	4.28057446707
0	 252	57	4.28015561127
0	1163	58	4.27125672157
0	1034	59	4.27091106627
0	2868	60	4.25607201091
0	1938	61	4.24055925868
0	1334	62	4.23473477796
0	2320	63	4.20239703085
0	1923	64	4.18678400268
0	 202	65	4.16662888729
0	2622	66	4.15961532735
0	2697	67	4.15323204054
0	1853	68	4.14614361075
0	3023	69	4.14408711628
0	2777	70	4.13698508257
0	2681	71	4.13503106004
0	2069	72	4.12411700824
0	1747	73	4.12244966833
0	3174	74	4.10569829872
0	2621	75	4.10569829872
0	3087	76	4.09731972617
0	1226	77	4.09046995409
0	2536	78	4.08213861215
0	1195	79	4.05855871591
0	1951	80	4.05476825623
0	2105	81	4.0527352204
0	2867	82	4.01073340469
0	2840	83	3.9988862003
0	3090	84	3.99570987786
0	2184	85	3.97545273965
0	1533	86	3.97485473553
0	2317	87	3.96479504014
0	1324	88	3.95421748295
0	2080	89	3.9432920949
0	2624	90	3.92339501207
0	2542	91	3.88920664291
0	1924	92	3.88213045985
0	  92	93	3.88093146814
0	2522	94	3.87902721738
0	2111	95	3.86761956628
0	 671	96	3.82798855426
0	2370	97	3.82798855426
0	1087	98	3.81343692474
0	2878	99	3.80405906985
1	2748	 0	12.2692818163
1	2491	 1	11.6546890336
1	2897	 2	10.7465418325
1	2033	 3	9.83988239741
1	2495	 4	9.79774288177
1	1795	 5	9.77857637102
1	2701	 6	9.70501001385
1	2530	 7	9.68665883425
1	2680	 8	9.5851396716
1	1947	 9	9.57325300714
1	1886	10	9.53947752262
1	2559	11	9.12559732337
1	2801	12	8.92289010835
1	3005	13	8.89018030896
1	3033	14	8.6865667614
1	2716	15	8.52434606475
1	3129	16	8.39873865527
1	1807	17	8.35872657508
1	2944	18	8.21249423909
1	2648	19	8.1565205491
1	3080	20	8.11438167609
1	2586	21	8.00034116265
1	2537	22	7.88492341652
1	2856	23	7.79181178849
1	2834	24	7.7211602987
1	3099	25	7.70456143941
1	1195	26	7.64295413242
1	3103	27	7.51546807462
1	2904	28	7.50366011287
1	2819	29	7.41671505203
1	2885	30	7.23269166644
1	3171	31	7.22857655208
1	2816	32	7.10418486853
1	1235	33	7.09739091435
1	3113	34	7.06301939889
1	2253	35	7.03045234489
1	2490	36	7.01530506216
1	2863	37	7.00219914352
1	2598	38	6.9723381273
1	3057	39	6.93442190027
1	2623	40	6.87720260244
1	2929	41	6.85712915383
1	 867	42	6.69368317047
1	1694	43	6.60268034421
1	1901	44	6.38654442009
1	1066	45	6.38452445538
1	 940	46	6.36812951871
1	2858	47	6.27103026511
1	 124	48	6.20718849916
1	1542	49	6.16155738772
1	1564	50	6.15172410323
1	2722	51	6.10593892075
1	2423	52	6.10578312568
1	3072	53	6.06593339833
1	2711	54	6.06308665332
1	2787	55	6.03235081917
1	1651	56	6.0103962141
1	2078	57	5.85770342755
1	 405	58	5.74215495338
1	2389	59	5.70561128408
1	1088	60	5.67628935116
1	2745	61	5.58330456702
1	2464	62	5.57903293085
1	3110	63	5.56694124619
1	2437	64	5.56434286399
1	3054	65	5.55254362778
1	2753	66	5.51214932122
1	2185	67	5.49072730969
1	1566	68	5.41380649848
1	1999	69	5.39956688117
1	3106	70	5.39782249158
1	1362	71	5.31057235012
1	3074	72	5.29249756195
1	  48	73	5.27519952453
1	2276	74	5.25977250261
1	2835	75	5.25779550733
1	1552	76	5.23256145678
1	1369	77	5.22280732547
1	1652	78	5.20116325024
1	 243	79	5.12755798635
1	2651	80	5.10725679079
1	 322	81	5.09009069996
1	3001	82	5.08275085421
1	2907	83	5.06492902676
1	3114	84	 5.053438974
1	1223	85	5.05105376486
1	2081	86	5.05099060773
1	1231	87	5.05005026738
1	2900	88	5.04812175893
1	1655	89	5.01817754047
1	 675	90	5.00239910104
1	2964	91	4.98216941434
1	1932	92	4.98176289027
1	2836	93	4.9579859124
1	1134	94	4.95453036463
1	3036	95	4.94074305946
1	2433	96	4.9362820686
1	2720	97	4.93526871688
1	2006	98	4.9029995985
1	2064	99	4.90177648275
2	2714	 0	6.91836114458
2	2973	 1	6.70540530348
2	 950	 2	6.57945123601
2	2433	 3	6.54130878501
2	2785	 4	6.43243747374
2	2664	 5	6.42546847382
2	2266	 6	6.3592945129
2	1262	 7	6.27695640429
2	1811	 8	6.16076606706
2	2700	 9	6.13515437433
2	2685	10	6.07736685269
2	3156	11	6.00889110502
2	1158	12	5.8525188993
2	3075	13	5.78423485577
2	2401	14	5.76005858761
2	1828	15	5.50550921904
2	 141	16	5.37203044954
2	1302	17	5.31941897083
2	 392	18	5.31941897083
2	2289	19	5.25211288625
2	2851	20	5.24146493172
2	2557	21	5.2370997558
2	3059	22	5.20395670827
2	2195	23	5.19074483158
2	2896	24	5.13831632722
2	1795	25	5.04753472245
2	2570	26	5.00476897056
2	2660	27	5.00105974338
2	2342	28	4.97273627347
2	1601	29	4.97028096185
2	2895	30	4.96907294516
2	  46	31	4.87978680251
2	2175	32	4.87687858053
2	1367	33	4.86663177662
2	1569	34	4.61835022723
2	2865	35	4.49978564963
2	1846	36	4.46281318697
2	1747	37	4.37298663866
2	3194	38	4.23981931042
2	2182	39	4.23981931042
2	2311	40	4.09594225769
2	1468	41	4.09295275321
2	2952	42	3.99061529098
2	1008	43	3.94711533841
2	3175	44	3.9381556037
2	3044	45	3.87668525334
2	2514	46	3.87668525334
2	2727	47	3.86289977527
