0	Q0	3127	 0	15.0171220363	NH-BM25
0	Q0	2246	 1	11.7526887784	NH-BM25
0	Q0	1930	 2	9.6465673007	NH-BM25
0	Q0	3196	 3	9.36047694133	NH-BM25
0	Q0	2593	 4	6.51437851269	NH-BM25
0	Q0	1591	 5	5.60962902438	NH-BM25
0	Q0	1680	 6	5.60021760463	NH-BM25
0	Q0	3068	 7	5.42645415801	NH-BM25
0	Q0	1236	 8	5.28568255239	NH-BM25
0	Q0	1033	 9	5.24590318483	NH-BM25
0	Q0	2740	10	5.19711577854	NH-BM25
0	Q0	1750	11	5.0838279468	NH-BM25
0	Q0	1534	12	5.00239079909	NH-BM25
0	Q0	2424	13	4.98061858263	NH-BM25
0	Q0	2379	14	4.87644686781	NH-BM25
0	Q0	2357	15	4.87295533669	NH-BM25
0	Q0	1519	16	4.84010832814	NH-BM25
0	Q0	2920	17	4.83707218937	NH-BM25
0	Q0	1461	18	4.82797903819	NH-BM25
0	Q0	2064	19	4.82319326464	NH-BM25
0	Q0	2735	20	 4.814857182	NH-BM25
0	Q0	1472	21	4.80630761229	NH-BM25
0	Q0	 585	22	4.78656493481	NH-BM25
0	Q0	2629	23	4.73060923067	NH-BM25
0	Q0	2153	24	4.72313035253	NH-BM25
0	Q0	2319	25	4.72001739775	NH-BM25
0	Q0	 322	26	4.6931391866	NH-BM25
0	Q0	2798	27	4.67242701197	NH-BM25
0	Q0	2541	28	4.64561327262	NH-BM25
0	Q0	1755	29	4.64158420785	NH-BM25
0	Q0	 972	30	4.60473538886	NH-BM25
0	Q0	3025	31	4.59034249247	NH-BM25
0	Q0	2092	32	4.58275087776	NH-BM25
0	Q0	2372	33	4.57698441793	NH-BM25
0	Q0	1247	34	4.53482419324	NH-BM25
0	Q0	1264	35	4.52443727585	NH-BM25
0	Q0	1766	36	4.50474343861	NH-BM25
0	Q0	1168	37	4.48291111878	NH-BM25
0	Q0	2399	38	4.48275610129	NH-BM25
0	Q0	1108	39	4.48003680112	NH-BM25
0	Q0	1462	40	4.45873703583	NH-BM25
0	Q0	2796	41	4.42789818014	NH-BM25
0	Q0	1912	42	4.38766071037	NH-BM25
0	Q0	2378	43	4.38140831696	NH-BM25
0	Q0	1657	44	4.37723144244	NH-BM25
0	Q0	2482	45	4.35707057419	NH-BM25
0	Q0	3089	46	4.33839403849	NH-BM25
0	Q0	2219	47	4.32451176262	NH-BM25
0	Q0	1902	48	4.32052409109	NH-BM25
0	Q0	1071	49	4.31436616253	NH-BM25
0	Q0	2950	50	4.30112597795	NH-BM25
0	Q0	2597	51	4.2957276012	NH-BM25
0	Q0	1652	52	4.29441149893	NH-BM25
0	Q0	2065	53	4.28715548826	NH-BM25
0	Q0	3137	54	4.28606570266	NH-BM25
0	Q0	2632	55	4.28512578318	NH-BM25
0	Q0	1752	56	4.28057446707	NH-BM25
0	Q0	 252	57	4.28015561127	NH-BM25
0	Q0	1163	58	4.27125672157	NH-BM25
0	Q0	1034	59	4.27091106627	NH-BM25
0	Q0	2868	60	4.25607201091	NH-BM25
0	Q0	1938	61	4.24055925868	NH-BM25
0	Q0	1334	62	4.23473477796	NH-BM25
0	Q0	2320	63	4.20239703085	NH-BM25
0	Q0	1923	64	4.18678400268	NH-BM25
0	Q0	 202	65	4.16662888729	NH-BM25
0	Q0	2622	66	4.15961532735	NH-BM25
0	Q0	2697	67	4.15323204054	NH-BM25
